axis_pair,quantization_axis,coordinate_m,coordinate_mm,scalar_shift_hz,vector_shift_hz,tensor_shift_hz,scalar_plus_tensor_shift_hz,total_shift_hz,scalar_shift_hz_per_watt_path,vector_shift_hz_per_watt_path,tensor_shift_hz_per_watt_path,total_shift_hz_per_watt_path
y,y,0.000375,0.375,-5469595.403821617,1052660.527699479,5469528.124417109,-67.27940450794995,1052593.248294971,-142829841.850422,27488566.446514044,142828084.9550767,27486809.551168744
y,y,0.00038,0.38,-5470215.164601784,1066776.654681229,5470147.877573837,-67.28702794760466,1066709.3676532814,-142846025.92395595,27857186.79874981,142844268.82953656,27855429.704330426
y,y,0.00038500000000000003,0.385,-5470843.213781275,1080895.995882025,5470775.919027934,-67.29475334100425,1080828.701128684,-142862426.4359423,28225891.085237395,142860669.13978648,28224133.78908157
y,y,0.00039000000000000005,0.39000000000000007,-5471479.554517213,1095018.5942176245,5471412.251936488,-67.30258072540164,1094951.291636899,-142879043.4688244,28594680.42665401,142877285.9682688,28592922.926098406
y,y,0.00039500000000000006,0.3950000000000001,-5472124.190008858,1109144.4926283946,5472056.879498718,-67.31051013991237,1109077.1821182547,-142895877.10614583,28963555.94431949,142894119.39852607,28961798.236699756
y,y,0.0004000000000000001,0.4000000000000001,-5472777.123497625,1123273.7340795975,5472709.804955999,-67.31854162551463,1123206.415537972,-142912927.432551,29332518.760203768,142911169.5152017,29330760.842854477
y,y,0.0004050000000000001,0.4050000000000001,-5473438.358267138,1137406.36156175,5473371.031591915,-67.32667522318661,1137339.0348865269,-142930194.5337866,29701569.99693627,142928436.40404123,29699811.867190927
y,y,0.0004100000000000001,0.4100000000000001,-5474107.897643252,1151542.4180909302,5474040.562732282,-67.33491097018123,1151475.08317996,-142947678.49670205,30070710.777813904,142945920.1518932,30068952.433005042
y,y,0.0004150000000000001,0.4150000000000001,-5474785.7449940955,1165681.946709117,5474718.401745184,-67.34324891120195,1165614.6034602057,-142965379.40925074,30439942.22680994,142963620.8467097,30438183.664268922
y,y,0.00042,0.42000000000000004,-5475471.903730098,1179824.9904845348,5475404.552041009,-67.35168908908963,1179757.6387954457,-142983297.36049062,30809265.468583018,142981538.57754767,30807506.685640093
y,y,0.00042500000000000003,0.42500000000000004,-5476166.377304031,1193971.5925119538,5476099.017072488,-67.36023154295981,1193904.2322804108,-143001432.44058535,31178681.628484964,142999673.43456972,31176922.622469354
y,y,0.00043000000000000004,0.43000000000000005,-5476869.1692110505,1208121.7959130416,5476801.800334733,-67.36887631751597,1208054.427036724,-143019784.74080545,31548191.832569998,143018025.50904518,31546432.600809757
y,y,0.00043500000000000006,0.43500000000000005,-5477580.282988723,1222275.6438366827,5477512.905365268,-67.37762345559895,1222208.266213227,-143038354.35352883,31917797.207603056,143036594.8933509,31916037.747425124
y,y,0.00044000000000000007,0.44000000000000006,-5478299.722217068,1236433.1794593297,5478232.335744064,-67.38647300377488,1236365.792986326,-143057141.3722421,32287498.881068982,143055381.6809722,32285739.18979908
y,y,0.0004450000000000001,0.44500000000000006,-5479027.490518596,1250594.4459853033,5478960.095093593,-67.39542500302196,1250527.0505603002,-143076145.89154133,32657297.981180344,143074385.96650413,32655538.056143127
y,y,0.0004500000000000001,0.4500000000000001,-5479763.591558348,1264759.486647158,5479696.187078847,-67.40447950176895,1264692.0821676562,-143095368.00713333,33027195.636886995,143093607.8456522,33025435.475405853
y,y,0.0004550000000000001,0.4550000000000001,-5480508.0290439315,1278928.3447059682,5480440.615407389,-67.4136365428567,1278860.9310694253,-143114807.81583637,33397192.977883544,143113047.41523358,33395432.57728074
y,y,0.0004600000000000001,0.46000000000000013,-5481260.806725562,1293101.0634517213,5481193.383829388,-67.42289617378265,1293033.6405555476,-143134465.41558143,33767291.13461961,143132704.773178,33765530.49221618
y,y,0.000465,0.465,-5482021.928396106,1307277.6862036139,5481954.496137664,-67.43225844204426,1307210.2539451718,-143154340.90541324,34137491.238307565,143152580.01852897,34135730.351423286
y,y,0.00047000000000000004,0.47000000000000003,-5482791.397891106,1321458.2563103763,5482723.956167715,-67.44172339141369,1321390.814586985,-143174434.38549092,34507794.420931004,143172673.25144446,34506033.28688453
y,y,0.00047500000000000005,0.47500000000000003,-5483569.219088847,1335642.8171506505,5483501.767797774,-67.45129107311368,1335575.3658595774,-143194745.95708972,34878201.815254636,143192984.57319835,34876440.43136327
y,y,0.0004800000000000002,0.48000000000000015,-5484355.395910376,1349831.4121332597,5484287.934948842,-67.46096153371036,1349763.951171726,-143215275.72260162,35248714.554831274,143213514.08618146,35246952.91841111
y,y,0.00048499999999999997,0.485,-5485149.932319551,1364024.0846976088,5485082.461584728,-67.47073482256383,1363956.6139627863,-143236023.78553653,35619333.77401236,143234261.89390236,35617571.8823782
y,y,0.00049,0.49,-5485952.832323083,1378220.8783139838,5485885.351712094,-67.48061098903418,1378153.3977029948,-143256990.25052333,35990060.60795572,143255228.1009887,35988298.458421074
y,y,0.000495,0.495,-5486764.099970581,1392421.8364838958,5486696.609380498,-67.49059008341283,1392354.3458938124,-143278175.2233112,36360896.192634575,143276412.81318825,36359133.782511644
y,y,0.0005,0.5,-5487583.739354588,1406627.0027403953,5487516.238682434,-67.50067215412855,1406559.5020682411,-143299578.81077036,36731841.664845765,143297816.13737008,36730078.99144549
z,z,-0.0005,-0.5,-5487583.739354588,1406627.0027403953,5487516.238682434,-67.50067215412855,1406559.5020682411,-143299578.81077036,36731841.664845765,143297816.13737008,36730078.99144549
z,z,-0.000495,-0.495,-5486764.099970581,1392421.8364838958,5486696.609380498,-67.49059008341283,1392354.3458938124,-143278175.2233112,36360896.192634575,143276412.81318825,36359133.782511644
z,z,-0.00049,-0.49,-5485952.832323083,1378220.8783139838,5485885.351712094,-67.48061098903418,1378153.3977029948,-143256990.25052333,35990060.60795572,143255228.1009887,35988298.458421074
z,z,-0.000485,-0.48500000000000004,-5485149.932319551,1364024.0846976088,5485082.461584728,-67.47073482256383,1363956.6139627863,-143236023.78553653,35619333.77401236,143234261.89390236,35617571.8823782
z,z,-0.00048,-0.48000000000000004,-5484355.395910376,1349831.4121332597,5484287.934948842,-67.46096153371036,1349763.951171726,-143215275.72260162,35248714.554831274,143213514.08618146,35246952.91841111
z,z,-0.000475,-0.475,-5483569.219088847,1335642.8171506505,5483501.767797774,-67.45129107311368,1335575.3658595774,-143194745.95708972,34878201.815254636,143192984.57319835,34876440.43136327
z,z,-0.00047,-0.47,-5482791.397891106,1321458.2563103763,5482723.956167715,-67.44172339141369,1321390.814586985,-143174434.38549092,34507794.420931004,143172673.25144446,34506033.28688453
z,z,-0.000465,-0.465,-5482021.928396106,1307277.6862036139,5481954.496137664,-67.43225844204426,1307210.2539451718,-143154340.90541324,34137491.238307565,143152580.01852897,34135730.351423286
z,z,-0.00046,-0.46,-5481260.806725562,1293101.0634517213,5481193.383829388,-67.42289617378265,1293033.6405555476,-143134465.41558143,33767291.13461961,143132704.773178,33765530.49221618
z,z,-0.000455,-0.455,-5480508.0290439315,1278928.3447059682,5480440.615407389,-67.4136365428567,1278860.9310694253,-143114807.81583637,33397192.977883544,143113047.41523358,33395432.57728074
z,z,-0.00045,-0.45,-5479763.591558348,1264759.486647158,5479696.187078847,-67.40447950176895,1264692.0821676562,-143095368.00713333,33027195.636886995,143093607.8456522,33025435.475405853
z,z,-0.00044500000000000003,-0.445,-5479027.490518596,1250594.4459853033,5478960.095093593,-67.39542500302196,1250527.0505603002,-143076145.89154133,32657297.981180344,143074385.96650413,32655538.056143127
z,z,-0.00044,-0.44,-5478299.722217068,1236433.1794593297,5478232.335744064,-67.38647300377488,1236365.792986326,-143057141.3722421,32287498.881068982,143055381.6809722,32285739.18979908
z,z,-0.000435,-0.435,-5477580.282988723,1222275.6438366827,5477512.905365268,-67.37762345559895,1222208.266213227,-143038354.35352883,31917797.207603056,143036594.8933509,31916037.747425124
z,z,-0.00043,-0.43,-5476869.1692110505,1208121.7959130416,5476801.800334733,-67.36887631751597,1208054.427036724,-143019784.74080545,31548191.832569998,143018025.50904518,31546432.600809757
z,z,-0.00042500000000000003,-0.42500000000000004,-5476166.377304031,1193971.5925119538,5476099.017072488,-67.36023154295981,1193904.2322804108,-143001432.44058535,31178681.628484964,142999673.43456972,31176922.622469354
z,z,-0.00042,-0.42000000000000004,-5475471.903730098,1179824.9904845348,5475404.552041009,-67.35168908908963,1179757.6387954457,-142983297.36049062,30809265.468583018,142981538.57754767,30807506.685640093
z,z,-0.000415,-0.415,-5474785.7449940955,1165681.946709117,5474718.401745184,-67.34324891120195,1165614.6034602057,-142965379.40925074,30439942.22680994,142963620.8467097,30438183.664268922
z,z,-0.00041,-0.41,-5474107.897643252,1151542.4180909302,5474040.562732282,-67.33491097018123,1151475.08317996,-142947678.49670205,30070710.777813904,142945920.1518932,30068952.433005042
z,z,-0.000405,-0.40499999999999997,-5473438.358267138,1137406.36156175,5473371.031591915,-67.32667522318661,1137339.0348865269,-142930194.5337866,29701569.99693627,142928436.40404123,29699811.867190927
z,z,-0.0004,-0.4,-5472777.123497625,1123273.7340795975,5472709.804955999,-67.31854162551463,1123206.415537972,-142912927.432551,29332518.760203768,142911169.5152017,29330760.842854477
z,z,-0.000395,-0.395,-5472124.190008858,1109144.4926283946,5472056.879498718,-67.31051013991237,1109077.1821182547,-142895877.10614583,28963555.94431949,142894119.39852607,28961798.236699756
z,z,-0.00039,-0.39,-5471479.554517213,1095018.5942176245,5471412.251936488,-67.30258072540164,1094951.291636899,-142879043.4688244,28594680.42665401,142877285.9682688,28592922.926098406
z,z,-0.00038500000000000003,-0.385,-5470843.213781275,1080895.995882025,5470775.919027934,-67.29475334100425,1080828.701128684,-142862426.4359423,28225891.085237395,142860669.13978648,28224133.78908157
z,z,-0.00038,-0.38,-5470215.164601784,1066776.654681229,5470147.877573837,-67.28702794760466,1066709.3676532814,-142846025.92395595,27857186.79874981,142844268.82953656,27855429.704330426
z,z,-0.000375,-0.375,-5469595.403821617,1052660.527699479,5469528.124417109,-67.27940450794995,1052593.248294971,-142829841.850422,27488566.446514044,142828084.9550767,27486809.551168744
z,z,-0.00037,-0.37,-5468983.928325749,1038547.572045262,5468916.656442769,-67.27188298013061,1038480.3001622818,-142813874.13399655,27120028.90848602,142812117.43506405,27118272.209553532
z,z,-0.000365,-0.365,-5468380.735041222,1024437.744850995,5468313.470577892,-67.26446332968771,1024370.4803876653,-142798122.6944341,26751573.06524653,142796366.18925405,26749816.560066488
z,z,-0.00035999999999999997,-0.36,-5467785.820937108,1010331.0032726964,5467718.563791589,-67.25714551936835,1010263.746127177,-142782587.45258683,26383197.797992688,142780831.13849983,26381441.483905703
z,z,-0.000355,-0.355,-5467199.183024481,996227.3044896703,5467131.933094972,-67.24992950912565,996160.0545601612,-142767268.3304036,26014901.988529686,142765512.2047513,26013145.862877406
z,z,-0.00035,-0.35,-5466620.818356392,982126.6057041595,5466553.575541125,-67.24281526729465,982059.3628888922,-142752165.2509295,25646684.51926171,142750409.3110544,25644928.579386614
z,z,-0.00034500000000000004,-0.34500000000000003,-5466050.724027814,968028.8641410321,5465983.48822506,-67.23580275475979,967961.6283382773,-142737278.13830438,25278544.273183778,142735522.38154995,25276788.51642937
z,z,-0.00034,-0.34,-5465488.897175645,953934.0370474681,5465421.668283708,-67.22889193706214,953866.8081555311,-142722606.91776282,24910480.133873552,142720851.3414735,24908724.557584226
z,z,-0.000335,-0.335,-5464935.334978651,939842.0816925922,5464868.112895872,-67.22208277881145,939774.8596098134,-142708151.51563272,24542490.98548173,142706396.11715382,24540735.587002814
z,z,-0.00033,-0.33,-5464390.034657443,925752.9553671917,5464322.819282195,-67.21537524834275,925685.7399919434,-142693911.8593348,24174575.712724708,142692156.63601243,24172820.489402354
z,z,-0.000325,-0.325,-5463852.993474458,911666.6153833764,5463785.784705148,-67.20876931026578,911599.4066140661,-142679887.8773819,23806733.200875685,142678132.82656318,23804978.150056966
z,z,-0.00031999999999999997,-0.31999999999999995,-5463324.20873392,897583.0190742426,5463257.00646899,-67.2022649301216,897515.8168093124,-142666079.49937806,23438962.335755885,142664324.61841094,23437207.454788774
z,z,-0.00031499999999999996,-0.31499999999999995,-5462803.677781809,883502.1237935731,5462736.481919732,-67.19586207717657,883434.927931496,-142652486.65601778,23071262.003726725,142650731.94225106,23069507.289960004
z,z,-0.00031,-0.31,-5462291.398005847,869423.8869154779,5462224.208445125,-67.18956072162837,869356.6973547563,-142639109.27908552,22703631.091680437,142637354.72986874,22701876.54246366
z,z,-0.000305,-0.305,-5461787.366835451,855348.265834108,5461720.183474625,-67.18336082529277,855281.0824732827,-142625947.3014546,22336068.4870326,142624192.91413832,22334314.099716317
z,z,-0.00030000000000000003,-0.30000000000000004,-5461291.58174172,841275.2179633174,5461224.404479358,-67.17726236209273,841208.0407009553,-142613000.65708676,21968573.07771329,142611246.4290222,21966818.849648736
z,z,-0.000295,-0.29500000000000004,-5460804.040237412,827204.7007363122,5460736.8689721115,-67.1712653003633,827137.5294710118,-142600269.28103155,21601143.752157945,142598515.20957077,21599389.680697184
z,z,-0.00029,-0.29,-5460324.7398769,813136.6716053793,5460257.5745072905,-67.16536960937083,813069.50623577,-142587753.10942534,21233779.399300262,142585999.19192123,21232025.48179616
z,z,-0.000285,-0.285,-5459853.67825616,799071.0880415207,5459786.518680899,-67.15957526024431,799003.9284662604,-142575452.0794908,20866478.90856266,142573698.31329697,20864725.142368827
z,z,-0.00028,-0.27999999999999997,-5459390.8530127425,785007.9075341569,5459323.699130518,-67.15388222411275,784940.7536519328,-142563366.12953636,20499241.16984852,142561612.51200718,20497487.55231933
z,z,-0.00027499999999999996,-0.27499999999999997,-5458936.261825748,770947.0875907736,5458869.113535276,-67.14829047210515,770879.9393003015,-142551495.19895533,20132065.07353297,142549741.7274459,20130311.60202355
z,z,-0.00027,-0.27,-5458489.902415801,756888.585736665,5458422.7596158255,-67.1427999753505,756821.4429366896,-142539839.22822547,19764949.51045618,142538085.9000917,19763196.182322405
z,z,-0.000265,-0.265,-5458051.772545029,742832.3595145289,5457984.635134323,-67.13741070684046,742765.222103822,-142528398.15890825,19397893.371912785,142526644.9715067,19396140.184511244
z,z,-0.00026,-0.25999999999999995,-5457621.8700170275,728778.3664841894,5457554.737894388,-67.13212263956666,728711.2343615498,-142517171.93364802,19030895.549644653,142515418.884336,19029142.500332635
z,z,-0.00025499999999999996,-0.25499999999999995,-5457200.192676862,714726.5642222902,5457133.065741114,-67.12693574745208,714659.4372865427,-142506160.4961721,18663954.935832858,142504407.58230758,18662202.02196833
z,z,-0.00025,-0.25,-5456786.738411011,700676.9103219258,5456719.616561007,-67.12185000441968,700609.7884719213,-142495363.7912892,18297070.423088074,142493611.01023084,18295317.642029688
z,z,-0.000245,-0.245,-5456381.505147377,686629.3623923734,5456314.388281993,-67.11686538439244,686562.245526989,-142484781.7648898,17930240.904443547,142483029.1139969,17928488.25355064
z,z,-0.00023999999999999998,-0.24,-5455984.490855242,672583.8780587334,5455917.378873378,-67.11198186408728,672516.7660768693,-142474414.36394486,17563465.273345735,142472661.84057736,17561712.749978244
z,z,-0.00023499999999999997,-0.23499999999999996,-5455595.693545258,658540.4149616295,5455528.586345841,-67.10719941649586,658473.307762213,-142464261.53650573,17196742.423646446,142462509.1380243,17194990.025165018
z,z,-0.00023,-0.23,-5455215.111269416,644498.930756879,5455148.008751397,-67.10251801926643,644431.8282388598,-142454323.23170322,16830071.24959426,142452570.9554691,16828318.973360125
z,z,-0.000225,-0.225,-5454842.742121037,630459.3831151864,5454775.644183388,-67.09793764911592,630392.2851775372,-142444599.39974743,16463450.645826504,142442847.24312243,16461698.489201497
z,z,-0.00021999999999999998,-0.21999999999999997,-5454478.5842347415,616421.7297217986,5454411.490776461,-67.09345828089863,616354.6362635177,-142435089.9919269,16096879.507360261,142433337.95227352,16095127.467706878
z,z,-0.00021499999999999997,-0.21499999999999997,-5454122.635786439,602385.9282762054,5454055.546706544,-67.08907989505678,602318.8391963104,-142425794.96060842,15730356.729584545,142424043.03528967,15728604.80426579
z,z,-0.00021,-0.21000000000000002,-5453774.894993305,588351.9364918275,5453707.810190837,-67.08480246830732,588284.8516893592,-142416714.25923634,15363881.208252145,142414962.44561583,15362129.394631632
z,z,-0.000205,-0.205,-5453435.360113757,574319.7120956676,5453368.279487777,-67.08062598016113,574252.6314696874,-142407847.84233195,14997451.839470536,142406096.1377738,14995700.13491241
z,z,-0.00019999999999999998,-0.19999999999999998,-5453104.029447444,560289.2128280196,5453036.952897036,-67.07655040733516,560222.1362776123,-142399195.6654933,14631067.519694261,142397444.06736234,14629315.92156328
z,z,-0.00019499999999999997,-0.19499999999999998,-5452780.901335223,546260.3964421349,5452713.8287594905,-67.07257573213428,546193.3238664027,-142390757.6853945,14264727.14571623,142389006.1910559,14262975.651377613
z,z,-0.00019,-0.19,-5452465.9741591485,532233.2207039036,5452398.905457215,-67.06870193313807,532166.1520019704,-142382533.85978547,13898429.614659399,142380782.46660498,13896678.221478922
z,z,-0.000185,-0.185,-5452159.246342445,518207.64339156356,5452092.181413453,-67.06492899172008,518140.57846257184,-142374524.14749113,13532173.823969157,142372772.85283506,13530422.529313084
z,z,-0.00017999999999999998,-0.18,-5451860.716349502,504183.62229533773,5451793.655092614,-67.06125688832253,504116.5610384494,-142366728.50841156,13165958.671403872,142364977.30964664,13164207.472638978
z,z,-0.00017499999999999997,-0.17499999999999996,-5451570.382685848,490161.11521713436,5451503.325000243,-67.05768560431898,490094.05753153004,-142359146.90352088,12799783.05502705,142357395.7980144,12798031.949520595
z,z,-0.00016999999999999996,-0.16999999999999996,-5451288.243898142,476140.0799702527,5451221.189683019,-67.0542151229456,476073.02575512975,-142351779.29486746,12433645.87319966,142350028.27998716,12431894.85831934
z,z,-0.000165,-0.165,-5451014.298574154,462120.4743790291,5450947.247728728,-67.0508454265073,462053.4235336026,-142344625.64557314,12067546.024570882,142342874.71868712,12065795.09768486
z,z,-0.00015999999999999999,-0.15999999999999998,-5450748.545342753,448102.2562785456,5450681.497766256,-67.04757649637759,448035.2087020492,-142337685.91983294,11701482.408070505,142335935.07830986,11699731.56654743
z,z,-0.00015499999999999997,-0.15499999999999997,-5450490.982873885,434085.38351428974,5450423.938465565,-67.04440831951797,434018.3391059702,-142330960.08291468,11335453.922900042,142329209.32412353,11333703.164108898
z,z,-0.00014999999999999996,-0.14999999999999997,-5450241.609878572,420069.81394185964,5450174.568537694,-67.04134087730199,420002.77260098234,-142324448.10115868,10969459.468525028,142322697.42246893,10967708.789835291
z,z,-0.000145,-0.145,-5450000.425108891,406055.5054266518,5449933.386734735,-67.03837415575981,405988.46705249604,-142318149.94197744,10603497.944666864,142316399.34075895,10601747.343448374
z,z,-0.00014,-0.13999999999999999,-5449767.427357957,392042.41584350355,5449700.391849818,-67.03550813905895,391975.3803353645,-142312065.57385504,10237568.251293492,142310315.04747805,10235817.7249165
z,z,-0.00013499999999999997,-0.13499999999999998,-5449542.615459914,378030.5030764118,5449475.5827171,-67.03274281416088,377963.4703335976,-142306194.96634704,9871669.288612029,142304444.51218212,9869918.834447127
z,z,-0.00012999999999999996,-0.12999999999999995,-5449325.988289932,364019.7250182163,5449258.958211766,-67.03007816616446,363952.69494005013,-142300538.09008017,9505799.957060518,142298787.70549834,9504049.57247869
z,z,-0.000125,-0.125,-5449117.544764176,350010.0395702664,5449050.517249994,-67.02751418203115,349943.01205608435,-142295094.91675192,9139959.157299217,142293344.5991245,9138208.839671781
z,z,-0.00011999999999999999,-0.12,-5448917.283839811,336001.40464210045,5448850.258788961,-67.02505084965378,335934.3795912508,-142289865.41913024,8774145.79020222,142288115.16582882,8772395.536900818
z,z,-0.00011499999999999998,-0.11499999999999998,-5448725.204514986,321993.77815117035,5448658.18182683,-67.02268815599382,321926.75546301436,-142284849.57105336,8408358.756850278,142283099.37945,8406608.565246888
z,z,-0.00010999999999999996,-0.10999999999999996,-5448541.305828819,307987.11802246235,5448474.285402732,-67.02042608708143,307920.0975963753,-142280047.34742942,8042596.958520886,142278297.21489638,8040846.825987851
z,z,-0.000105,-0.10500000000000001,-5448365.586861389,293981.3821882373,5448298.568596754,-67.01826463453472,293914.36392360274,-142275458.72423607,7676859.296681502,142273708.64814594,7675109.220591386
z,z,-9.999999999999999e-05,-0.09999999999999999,-5448198.046733737,279976.5285876859,5448131.03052995,-67.0162037871778,279909.5123838987,-142271083.67852074,7311144.672980553,142269333.6562464,7309394.650706208
z,z,-9.499999999999998e-05,-0.09499999999999997,-5448038.684607841,265972.5151666198,5447971.670364305,-67.01424353569746,265905.5009230841,-142266922.18839976,6945451.989239353,142265172.2173143,6943702.018153879
z,z,-8.999999999999997e-05,-0.08999999999999997,-5447887.499686613,251969.2998771472,5447820.487302746,-67.01238386705518,251902.28749328014,-142262974.23305848,6579780.147443646,142261224.3105353,6578030.2249204805
z,z,-8.499999999999995e-05,-0.08499999999999995,-5447744.491213893,237966.84067737777,5447677.480589118,-67.0106247747317,237899.83005260304,-142259239.79275095,6214128.049735894,142257489.9161637,6212378.173148645
z,z,-7.999999999999999e-05,-0.07999999999999999,-5447609.65847444,223965.09553107992,5447542.649508191,-67.00896624848247,223898.08656483144,-142255718.84879982,5848494.598406327,142253969.01552236,5846744.7651288705
z,z,-7.499999999999998e-05,-0.07499999999999998,-5447483.000793924,209964.02240738831,5447415.993385643,-67.00740828085691,209897.01499910746,-142252411.38359597,5482878.695885306,142250661.59100237,5481128.9032917125
z,z,-6.999999999999997e-05,-0.06999999999999997,-5447364.517538922,195963.5792804733,5447297.5115880575,-67.00595086440444,195896.5733296089,-142249317.3805986,5117279.244734693,142247567.62606314,5115529.490199227
z,z,-6.499999999999995e-05,-0.06499999999999995,-5447254.208116899,181963.72412924282,5447187.203522911,-67.00459398794919,181896.71953525487,-142246436.8243346,4751695.147640063,142244687.1052318,4749945.428537282
z,z,-5.9999999999999995e-05,-0.06,-5447152.071976224,167964.41493698955,5447085.0686385725,-67.00333765149117,167897.41159933805,-142243769.70039892,4386125.307401491,142242020.01410338,4384375.621105952
z,z,-5.499999999999998e-05,-0.05499999999999998,-5447058.108606139,153965.60969114583,5446991.106424294,-67.00218184478581,153898.60750930104,-142241315.99545404,4020568.6269271555,142239566.33934057,4018818.970813682
z,z,-4.999999999999997e-05,-0.04999999999999997,-5446972.317536776,139967.26638287958,5446905.316410216,-67.00112656038254,139900.2652563192,-142239075.69723,3655024.00922278,142237326.0686736,3653274.380666391
z,z,-4.4999999999999955e-05,-0.04499999999999996,-5446894.698339133,125969.34300684184,5446827.698167336,-67.00017179641873,125902.34283504542,-142237048.79452413,3289490.3573850472,142235299.1908999,3287740.7537608105
z,z,-3.9999999999999996e-05,-0.039999999999999994,-5446825.250625085,111971.79756084271,5446758.251307539,-66.9993175463751,111904.79824329633,-142235235.2772012,2923966.574593132,142233485.69588438,2922216.9932762855
z,z,-3.499999999999998e-05,-0.03499999999999998,-5446763.974047374,97974.5880455114,5446696.9754835665,-66.99856380745769,97907.58948170394,-142233635.13619307,2558451.5640998264,142231885.5745589,2556702.002465681
z,z,-2.999999999999997e-05,-0.02999999999999997,-5446710.868299596,83977.67246399634,5446643.870389023,-66.99791057314724,83910.67455342319,-142232248.36349848,2192944.2292237086,142230498.81892252,2191194.684647745
z,z,-2.4999999999999957e-05,-0.024999999999999956,-5446665.933116218,69981.00882166997,5446598.935758375,-66.99735784344375,69914.01146382652,-142231074.95218346,1827443.473341432,142229325.42204115,1825693.9431991312
z,z,-1.9999999999999944e-05,-0.019999999999999945,-5446629.168272559,55984.55512577202,5446562.171366946,-66.99690561275929,55917.55822015926,-142230114.8963808,1461948.1998784123,142228365.37804782,1460198.6815454012
z,z,-1.4999999999999985e-05,-0.014999999999999986,-5446600.57358479,41988.26938512921,5446533.577030909,-66.99655388109386,41921.27283124812,-142229368.1912902,1096457.312301506,142227618.6821421,1094707.803153412
z,z,-9.999999999999918e-06,-0.009999999999999919,-5446580.148909932,27992.10960982833,5446513.152607287,-66.99630264472216,27925.11330718361,-142228834.83317786,730969.7141104755,142227085.3305904,729220.2115230222
z,z,-5.000000000000013e-06,-0.005000000000000013,-5446567.894145867,13996.033810903318,5446500.897993964,-66.99615190271288,13929.037659000605,-142228514.81937718,365484.30882981565,142226765.3207261,363734.8101787517
z,z,0.0,0.0,-5446563.809231322,0.0,5446496.813129666,-66.99610165599734,-66.99610165599734,-142228408.14828813,0.0,142226658.65094918,-1749.4973389503336
z,z,5.000000000000013e-06,0.005000000000000013,-5446567.894145867,-13996.033810903318,5446500.897993964,-66.99615190271288,-14063.029962806031,-142228514.81937718,-365484.30882981565,142226765.3207261,-367233.80748087954
z,z,1.0000000000000026e-05,0.010000000000000026,-5446580.148909932,-27992.10960982833,5446513.152607287,-66.99630264472216,-28059.105912473053,-142228834.83317786,-730969.7141104755,142227085.3305904,-732719.2166979288
z,z,1.500000000000004e-05,0.01500000000000004,-5446600.57358479,-41988.26938512921,5446533.577030909,-66.99655388109386,-42055.26593901031,-142229368.1912902,-1096457.312301506,142227618.6821421,-1098206.8214496004
z,z,2.0000000000000052e-05,0.020000000000000052,-5446629.168272559,-55984.55512577761,5446562.171366945,-66.99690561369061,-56051.5520313913,-142230114.8963808,-1461948.199878558,142228365.3780478,-1463697.7182115933
z,z,2.5000000000000066e-05,0.025000000000000064,-5446665.933116218,-69981.00882166997,5446598.935758375,-66.99735784344375,-70048.00617951341,-142231074.95218346,-1827443.473341432,142229325.42204115,-1829193.0034837327
z,z,3.000000000000008e-05,0.03000000000000008,-5446710.868299596,-83977.67246399634,5446643.870389023,-66.99791057314724,-84044.67037456948,-142232248.36349848,-2192944.2292237086,142230498.81892252,-2194693.7737996723
z,z,3.499999999999998e-05,0.03499999999999998,-5446763.974047374,-97974.5880455114,5446696.9754835665,-66.99856380745769,-98041.58660931885,-142233635.13619307,-2558451.5640998264,142231885.5745589,-2560201.125733972
z,z,3.9999999999999996e-05,0.039999999999999994,-5446825.250625085,-111971.79756084271,5446758.251307539,-66.9993175463751,-112038.79687838908,-142235235.2772012,-2923966.574593132,142233485.69588438,-2925716.1559099783
z,z,4.500000000000001e-05,0.04500000000000001,-5446894.698339133,-125969.34300684184,5446827.698167336,-67.00017179641873,-126036.34317863826,-142237048.79452413,-3289490.3573850472,142235299.1908999,-3291239.9610092836
z,z,5.000000000000002e-05,0.050000000000000024,-5446972.317536776,-139967.26638287958,5446905.316410216,-67.00112656038254,-140034.26750943996,-142239075.69723,-3655024.00922278,142237326.0686736,-3656773.637779169
z,z,5.5000000000000036e-05,0.055000000000000035,-5447058.108606139,-153965.60969114583,5446991.106424294,-67.00218184478581,-154032.61187299062,-142241315.99545404,-4020568.6269271555,142239566.33934057,-4022318.2830406292
z,z,6.000000000000005e-05,0.060000000000000046,-5447152.071976224,-167964.41493698955,5447085.0686385725,-67.00333765149117,-168031.41827464104,-142243769.70039892,-4386125.307401491,142242020.01410338,-4387874.993697031
z,z,6.500000000000006e-05,0.06500000000000006,-5447254.208116899,-181963.72412924282,5447187.203522911,-67.00459398794919,-182030.72872323077,-142246436.8243346,-4751695.147640063,142244687.1052318,-4753444.866742845
z,z,7.000000000000008e-05,0.07000000000000008,-5447364.517538922,-195963.5792804733,5447297.5115880575,-67.00595086440444,-196030.5852313377,-142249317.3805986,-5117279.244734693,142247567.62606314,-5119028.999270159
z,z,7.500000000000009e-05,0.0750000000000001,-5447483.000793924,-209964.02240738831,5447415.993385643,-67.00740828085691,-210031.02981566917,-142252411.38359597,-5482878.695885306,142250661.59100237,-5484628.4884789
z,z,7.999999999999999e-05,0.07999999999999999,-5447609.65847444,-223965.09553107992,5447542.649508191,-67.00896624848247,-224032.1044973284,-142255718.84879982,-5848494.598406327,142253969.01552236,-5850244.431683783
