point_index,study_key,scan_variable,scan_value,s0,seff,detuning_n,cooling_power_w_per_beam,cooling_power_mw_per_beam,cooling_beam_diameter_m,cooling_beam_diameter_mm,cooling_beam_center_peak_intensity_w_per_m2,cooling_beam_center_on_resonance_saturation_parameter,cooling_beam_center_effective_saturation_parameter,cooling_detuning_hz,cooling_detuning_mhz,linewidth_hz,loading_rate_mean_atoms_per_s,loading_rate_from_mean_spectrum_atoms_per_s,loading_rate_sample_std_atoms_per_s,loading_rate_disc_cluster_sem_atoms_per_s,loading_rate_t95_lower_atoms_per_s,loading_rate_t95_upper_atoms_per_s,student_t_critical_95,confidence_level,disc_count,points_per_disc,capture_threshold_search_count,base_timeout_ray_count,zero_capture_velocity_count,velocity_resolved_override_count,unresolved_timeout_count,lower_classification_counts_json,upper_classification_counts_json,disc_radius_m,disc_radius_mm,phase_space,geometry_sha256,run_signature_sha256,point_elapsed_wall_time_s,statistics_directory,figures_directory,capture_cross_section_csv,capture_cross_section_plot,status
10,01_raw_saturation,s0,25.0,25.0,0.981662159180787,-2.4732069249793898,0.026427961956678868,26.427961956678867,0.0127,12.7,417.25000000000006,25.0,0.981662159180787,-15000000.0,-15.0,6065000.0,1485281.8482207244,1485281.8482207244,1529473.6682104324,305894.7336420865,853946.1474472344,2116617.5489942143,2.0638985616280245,0.95,25,25,625,83,30,30,0,"{""bounded_core_residence"":192,""escaped"":30,""two_core_entries"":403}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,93a6f12c3eb3d7b28ff9926bbd1670552e204e09ec6bcfdde766279cb6be1310,563.7039354000008,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\010_s0_25,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\010_s0_25,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\010_s0_25\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\010_s0_25\capture_cross_section_vs_velocity.png,completed
11,01_raw_saturation,s0,30.0,30.0,1.1779945910169445,-2.4732069249793898,0.031713554348014636,31.713554348014636,0.0127,12.7,500.7,29.999999999999996,1.1779945910169443,-15000000.0,-15.0,6065000.0,1567340.4159531815,1567340.4159531812,1605895.4765006795,321179.0953001359,904459.3431382407,2230221.488768122,2.0638985616280245,0.95,25,25,625,93,27,27,0,"{""bounded_core_residence"":143,""escaped"":27,""two_core_entries"":455}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,78beec814a18bc0b9041e89495e5fcde479b580e3451213dd29416d90dbc95ba,545.3812153000035,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\011_s0_30,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\011_s0_30,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\011_s0_30\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\011_s0_30\capture_cross_section_vs_velocity.png,completed
12,01_raw_saturation,s0,35.0,35.0,1.3743270228531017,-2.4732069249793898,0.03699914673935042,36.999146739350415,0.0127,12.7,584.1500000000001,35.0,1.3743270228531017,-15000000.0,-15.0,6065000.0,1616550.547164865,1616550.547164865,1633789.5801616737,326757.91603233473,942155.3542651586,2290945.7400645716,2.0638985616280245,0.95,25,25,625,127,26,26,0,"{""bounded_core_residence"":141,""escaped"":26,""two_core_entries"":458}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,bb47cf21b2629c2883f6c524a345efcd57c2ef557bdd2fb474e59f14c29a570a,654.3418887000298,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\012_s0_35,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\012_s0_35,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\012_s0_35\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\012_s0_35\capture_cross_section_vs_velocity.png,completed
13,01_raw_saturation,s0,40.0,40.0,1.5706594546892592,-2.4732069249793898,0.042284739130686186,42.284739130686184,0.0127,12.7,667.6,40.0,1.5706594546892592,-15000000.0,-15.0,6065000.0,1654954.442788417,1654954.442788417,1672914.7649700837,334582.95299401676,964409.1673588088,2345499.7182180253,2.0638985616280245,0.95,25,25,625,176,25,25,0,"{""bounded_core_residence"":132,""escaped"":25,""two_core_entries"":468}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,6ca6b38377d3d387e943981937080f8eddea8667e52603a20e860efa2c86cc6c,818.145315199974,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\013_s0_40,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\013_s0_40,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\013_s0_40\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\013_s0_40\capture_cross_section_vs_velocity.png,completed
14,01_raw_saturation,s0,45.0,45.0,1.7669918865254166,-2.4732069249793898,0.04757033152202197,47.57033152202197,0.0127,12.7,751.0500000000002,45.00000000000001,1.7669918865254168,-15000000.0,-15.0,6065000.0,1681294.0881861537,1681294.0881861537,1692854.0657249857,338570.8131449971,982518.2739269634,2380069.902445344,2.0638985616280245,0.95,25,25,625,280,23,23,0,"{""bounded_core_residence"":149,""escaped"":23,""two_core_entries"":453}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,bc26e10527c50e8aa3f42bb4c86cb6067688659f27be078d7fe059f92ec8f15b,1150.2588883000426,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\014_s0_45,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\014_s0_45,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\014_s0_45\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\014_s0_45\capture_cross_section_vs_velocity.png,completed
15,01_raw_saturation,s0,50.0,50.0,1.963324318361574,-2.4732069249793898,0.052855923913357736,52.855923913357735,0.0127,12.7,834.5000000000001,50.0,1.963324318361574,-15000000.0,-15.0,6065000.0,1702971.3863325336,1702971.3863325336,1722471.5134964644,344494.3026992929,991970.0905024137,2413972.6821626537,2.0638985616280245,0.95,25,25,625,386,22,22,0,"{""bounded_core_residence"":132,""escaped"":22,""two_core_entries"":471}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,cda0bdd35fca15b71f9bb4c610c6b3285899f20e0c10247365de5a930eae3bef,1500.2648543000105,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\015_s0_50,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\015_s0_50,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\015_s0_50\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\015_s0_50\capture_cross_section_vs_velocity.png,completed
16,01_raw_saturation,s0,60.0,60.0,2.355989182033889,-2.4732069249793898,0.06342710869602927,63.42710869602927,0.0127,12.7,1001.4,59.99999999999999,2.3559891820338885,-15000000.0,-15.0,6065000.0,1727680.0870706516,1727680.0870706516,1756807.0936867613,351361.41873735224,1002505.7603270483,2452854.413814255,2.0638985616280245,0.95,25,25,625,532,21,23,0,"{""bounded_core_residence"":113,""escaped"":21,""two_core_entries"":491}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,acbde30c2d903e93932946c9ee9507330c01e80194b6319356c8a094d6655587,1972.959811299981,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\016_s0_60,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\016_s0_60,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\016_s0_60\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\016_s0_60\capture_cross_section_vs_velocity.png,completed
17,01_raw_saturation,s0,70.0,70.0,2.7486540457062034,-2.4732069249793898,0.07399829347870084,73.99829347870083,0.0127,12.7,1168.3000000000002,70.0,2.7486540457062034,-15000000.0,-15.0,6065000.0,1742895.022518412,1742895.022518412,1774940.7148543943,354988.14297087886,1010235.5048458115,2475554.5401910124,2.0638985616280245,0.95,25,25,625,592,16,19,0,"{""bounded_core_residence"":127,""escaped"":16,""two_core_entries"":482}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,112ca4df5b61ac3fbf807458df0749578307ea3cc578aa997014a17c61b8a633,2152.7105945000076,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\017_s0_70,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\017_s0_70,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\017_s0_70\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\017_s0_70\capture_cross_section_vs_velocity.png,completed
18,01_raw_saturation,s0,80.0,80.0,3.1413189093785183,-2.4732069249793898,0.08456947826137237,84.56947826137237,0.0127,12.7,1335.2,80.0,3.1413189093785183,-15000000.0,-15.0,6065000.0,1739026.6429616439,1739026.6429616439,1763795.6641193964,352759.13282387925,1010967.5761252902,2467085.7097979975,2.0638985616280245,0.95,25,25,625,606,13,16,0,"{""bounded_core_residence"":145,""escaped"":13,""two_core_entries"":467}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,485ab9a2ef79eb51aa62485a90940adf19cb64189c3567bb768002c3374748a3,2094.5647226999863,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\018_s0_80,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\018_s0_80,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\018_s0_80\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\018_s0_80\capture_cross_section_vs_velocity.png,completed
19,01_raw_saturation,s0,90.0,90.0,3.533983773050833,-2.4732069249793898,0.09514066304404394,95.14066304404393,0.0127,12.7,1502.1000000000004,90.00000000000001,3.5339837730508337,-15000000.0,-15.0,6065000.0,1735723.316625742,1735723.3166257425,1754147.0992531087,350829.4198506217,1011646.9816192496,2459799.6516322345,2.0638985616280245,0.95,25,25,625,611,11,18,0,"{""bounded_core_residence"":118,""escaped"":11,""two_core_entries"":496}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,d3643532b6e3f1647432d469bfab1ba46d4356b6af538d134dbff89acb83046f,1930.9395674999687,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\019_s0_90,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\019_s0_90,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\019_s0_90\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\019_s0_90\capture_cross_section_vs_velocity.png,completed
20,01_raw_saturation,s0,100.0,100.0,3.926648636723148,-2.4732069249793898,0.10571184782671547,105.71184782671547,0.0127,12.7,1669.0000000000002,100.0,3.926648636723148,-15000000.0,-15.0,6065000.0,1725821.7336046514,1725821.7336046514,1749235.2216942227,349847.04433884454,1003772.9220038945,2447870.5452054082,2.0638985616280245,0.95,25,25,625,614,10,18,0,"{""bounded_core_residence"":113,""escaped"":10,""two_core_entries"":502}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,4b77e8e5238d91487b16dba2d93f4ba6d6206a41a6a59ff0158e4e4796ee15ba,1826.6690185000189,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\020_s0_100,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\020_s0_100,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\020_s0_100\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\020_s0_100\capture_cross_section_vs_velocity.png,completed
21,01_raw_saturation,s0,110.0,110.0,4.319313500395463,-2.4732069249793898,0.11628303260938702,116.28303260938702,0.0127,12.7,1835.9000000000003,110.00000000000001,4.319313500395463,-15000000.0,-15.0,6065000.0,1716751.7330145133,1716751.7330145128,1745280.0867206024,349056.0173441205,996335.5208903762,2437167.9451386505,2.0638985616280245,0.95,25,25,625,618,10,20,0,"{""bounded_core_residence"":135,""escaped"":10,""two_core_entries"":480}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,d4ccba72fecce27068f724b2ada30aa6243a7b3afecafbe5cba04997fe4368ab,1832.2925381999812,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\021_s0_110,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\021_s0_110,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\021_s0_110\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\021_s0_110\capture_cross_section_vs_velocity.png,completed
22,01_raw_saturation,s0,120.0,120.0,4.711978364067778,-2.4732069249793898,0.12685421739205854,126.85421739205854,0.0127,12.7,2002.8,119.99999999999999,4.711978364067777,-15000000.0,-15.0,6065000.0,1703587.0624286486,1703587.0624286484,1735263.9382329036,347052.7876465807,987305.3131958743,2419868.8116614227,2.0638985616280245,0.95,25,25,625,617,10,18,0,"{""bounded_core_residence"":139,""escaped"":10,""two_core_entries"":476}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,189a4a06349467426420767478d17056dddab63c9dedad9e10b2ce1508e6432f,1909.0579214000027,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\022_s0_120,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\022_s0_120,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\022_s0_120\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\022_s0_120\capture_cross_section_vs_velocity.png,completed
23,01_raw_saturation,s0,125.0,125.0,4.908310795903935,-2.4732069249793898,0.13213980978339435,132.13980978339436,0.0127,12.7,2086.2500000000005,125.00000000000001,4.908310795903936,-15000000.0,-15.0,6065000.0,1701465.037989149,1701465.0379891486,1737956.0431923957,347591.2086384791,984072.0424456454,2418858.033532653,2.0638985616280245,0.95,25,25,625,618,8,16,0,"{""bounded_core_residence"":148,""escaped"":8,""two_core_entries"":469}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,0ef3b439cdb58b861623be4977f5ba6950b0394ff6452652e579bab9d1377565,1891.685544100008,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\023_s0_125,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\023_s0_125,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\023_s0_125\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v3_20260906\01_raw_saturation\points\023_s0_125\capture_cross_section_vs_velocity.png,completed
